date,store_nbr,transactions,season,holiday_event_weekend,,,
2013-03-23,41,974,1,1,,,
2013-03-23,43,1260,1,1,,,
2013-03-23,44,4972,1,1,,,
2013-03-23,45,4288,1,1,,,
2013-03-23,46,4420,1,1,,,
2013-03-23,47,4571,1,1,,,
2013-03-23,48,3699,1,1,,,
2013-03-23,49,2469,1,1,,,
2013-03-23,50,3349,1,1,,,
2013-03-23,51,1767,1,1,,,
2013-03-23,54,1000,1,1,,,
2013-03-24,1,531,1,1,,,
2013-03-24,2,1822,1,1,,,
2013-03-24,3,3348,1,1,,,
2013-03-24,4,1757,1,1,,,
2013-03-24,5,1334,1,1,,,
2013-03-24,6,2188,1,1,,,
2013-03-24,7,1369,1,1,,,
2013-03-24,8,2690,1,1,,,
2013-03-24,9,2318,1,1,,,
2013-03-24,10,980,1,1,,,
2013-03-24,11,2531,1,1,,,
2013-03-24,12,1291,1,1,,,
2013-03-24,13,958,1,1,,,
2013-03-24,14,1252,1,1,,,
2013-03-24,15,1125,1,1,,,
2013-03-24,16,1110,1,1,,,
2013-03-24,17,1404,1,1,,,
2013-03-24,18,1362,1,1,,,
2013-03-24,19,1224,1,1,,,
2013-03-24,23,1125,1,1,,,
2013-03-24,24,2068,1,1,,,
2013-03-24,25,939,1,1,,,
2013-03-24,26,1019,1,1,,,
2013-03-24,27,1680,1,1,,,
2013-03-24,28,1192,1,1,,,
2013-03-24,30,634,1,1,,,
2013-03-24,31,1289,1,1,,,
2013-03-24,32,709,1,1,,,
2013-03-24,33,995,1,1,,,
2013-03-24,34,2321,1,1,,,
2013-03-24,35,694,1,1,,,
2013-03-24,37,1119,1,1,,,
2013-03-24,38,2314,1,1,,,
2013-03-24,39,1701,1,1,,,
2013-03-24,40,918,1,1,,,
2013-03-24,41,985,1,1,,,
2013-03-24,43,1068,1,1,,,
2013-03-24,44,4485,1,1,,,
2013-03-24,45,4245,1,1,,,
2013-03-24,46,4402,1,1,,,
2013-03-24,47,4373,1,1,,,
2013-03-24,48,3952,1,1,,,
2013-03-24,49,2412,1,1,,,
2013-03-24,50,3268,1,1,,,
2013-03-24,51,1731,1,1,,,
2013-03-24,54,1207,1,1,,,
2013-03-25,1,1770,1,0,,,
2013-03-25,2,1723,1,0,,,
2013-03-25,3,2756,1,0,,,
2013-03-25,4,1288,1,0,,,
2013-03-25,5,1603,1,0,,,
2013-03-25,6,1661,1,0,,,
2013-03-25,7,1723,1,0,,,
2013-03-25,8,2677,1,0,,,
2013-03-25,9,1895,1,0,,,
2013-03-25,10,1061,1,0,,,
2013-03-25,11,2180,1,0,,,
2013-03-25,12,1243,1,0,,,
2013-03-25,13,933,1,0,,,
2013-03-25,14,1697,1,0,,,
2013-03-25,15,1252,1,0,,,
2013-03-25,16,998,1,0,,,
2013-03-25,17,1238,1,0,,,
2013-03-25,18,1328,1,0,,,
2013-03-25,19,1215,1,0,,,
2013-03-25,23,1119,1,0,,,
2013-03-25,24,2505,1,0,,,
2013-03-25,25,975,1,0,,,
2013-03-25,26,776,1,0,,,
2013-03-25,27,1158,1,0,,,
2013-03-25,28,832,1,0,,,
2013-03-25,30,755,1,0,,,
2013-03-25,31,1201,1,0,,,
2013-03-25,32,671,1,0,,,
2013-03-25,33,1139,1,0,,,
2013-03-25,34,2583,1,0,,,
2013-03-25,35,724,1,0,,,
2013-03-25,37,1320,1,0,,,
2013-03-25,38,1502,1,0,,,
2013-03-25,39,1243,1,0,,,
2013-03-25,40,1141,1,0,,,
2013-03-25,41,816,1,0,,,
2013-03-25,43,1209,1,0,,,
2013-03-25,44,3533,1,0,,,
2013-03-25,45,3051,1,0,,,
2013-03-25,46,2812,1,0,,,
2013-03-25,47,3178,1,0,,,
2013-03-25,48,2308,1,0,,,
2013-03-25,49,1586,1,0,,,
2013-03-25,50,2234,1,0,,,
2013-03-25,51,1511,1,0,,,
2013-03-25,54,869,1,0,,,
2013-03-26,1,1700,1,0,,,
2013-03-26,2,1711,1,0,,,
2013-03-26,3,2717,1,0,,,
2013-03-26,4,1346,1,0,,,
2013-03-26,5,1453,1,0,,,
2013-03-26,6,1610,1,0,,,
2013-03-26,7,1683,1,0,,,
2013-03-26,8,2556,1,0,,,
2013-03-26,9,1841,1,0,,,
2013-03-26,10,936,1,0,,,
2013-03-26,11,2081,1,0,,,
2013-03-26,12,1188,1,0,,,
2013-03-26,13,894,1,0,,,
2013-03-26,14,1460,1,0,,,
2013-03-26,15,1315,1,0,,,
2013-03-26,16,903,1,0,,,
2013-03-26,17,1286,1,0,,,
2013-03-26,18,1383,1,0,,,
2013-03-26,19,1040,1,0,,,
2013-03-26,23,1119,1,0,,,
2013-03-26,24,2311,1,0,,,
2013-03-26,25,849,1,0,,,
2013-03-26,26,650,1,0,,,
2013-03-26,27,1093,1,0,,,
2013-03-26,28,860,1,0,,,
2013-03-26,30,739,1,0,,,
2013-03-26,31,1189,1,0,,,
2013-03-26,32,732,1,0,,,
2013-03-26,33,1152,1,0,,,
2013-03-26,34,2261,1,0,,,
2013-03-26,35,727,1,0,,,
2013-03-26,37,1367,1,0,,,
2013-03-26,38,1296,1,0,,,
2013-03-26,39,1302,1,0,,,
2013-03-26,40,1113,1,0,,,
2013-03-26,41,735,1,0,,,
2013-03-26,43,1085,1,0,,,
2013-03-26,44,2756,1,0,,,
2013-03-26,45,2753,1,0,,,
2013-03-26,46,2390,1,0,,,
2013-03-26,47,2913,1,0,,,
2013-03-26,48,2110,1,0,,,
2013-03-26,49,1558,1,0,,,
2013-03-26,50,1971,1,0,,,
2013-03-26,51,1509,1,0,,,
2013-03-26,54,826,1,0,,,
2013-03-27,1,1840,1,0,,,
2013-03-27,2,1923,1,0,,,
2013-03-27,3,3135,1,0,,,
2013-03-27,4,1649,1,0,,,
2013-03-27,5,1563,1,0,,,
2013-03-27,6,1803,1,0,,,
2013-03-27,7,1903,1,0,,,
2013-03-27,8,2857,1,0,,,
2013-03-27,9,1846,1,0,,,
2013-03-27,10,831,1,0,,,
2013-03-27,11,2074,1,0,,,
2013-03-27,12,1167,1,0,,,
2013-03-27,13,874,1,0,,,
2013-03-27,14,1425,1,0,,,
2013-03-27,15,1309,1,0,,,
2013-03-27,16,852,1,0,,,
2013-03-27,17,1169,1,0,,,
2013-03-27,18,1285,1,0,,,
2013-03-27,19,1174,1,0,,,
2013-03-27,23,1185,1,0,,,
2013-03-27,24,2543,1,0,,,
2013-03-27,25,1138,1,0,,,
2013-03-27,26,665,1,0,,,
2013-03-27,27,1128,1,0,,,
2013-03-27,28,720,1,0,,,
2013-03-27,30,654,1,0,,,
2013-03-27,31,1022,1,0,,,
2013-03-27,32,627,1,0,,,
2013-03-27,33,1009,1,0,,,
2013-03-27,34,2391,1,0,,,
2013-03-27,35,504,1,0,,,
2013-03-27,37,1466,1,0,,,
2013-03-27,38,1667,1,0,,,
2013-03-27,39,1236,1,0,,,
2013-03-27,40,964,1,0,,,
2013-03-27,41,742,1,0,,,
2013-03-27,43,1214,1,0,,,
2013-03-27,44,4160,1,0,,,
2013-03-27,45,3139,1,0,,,
2013-03-27,46,2951,1,0,,,
2013-03-27,47,3419,1,0,,,
2013-03-27,48,2322,1,0,,,
2013-03-27,49,1764,1,0,,,
2013-03-27,50,2244,1,0,,,
2013-03-27,51,1680,1,0,,,
2013-03-27,54,816,1,0,,,
2013-03-28,1,1729,1,0,,,
2013-03-28,2,1949,1,0,,,
2013-03-28,3,3318,1,0,,,
2013-03-28,4,1700,1,0,,,
2013-03-28,5,1708,1,0,,,
2013-03-28,6,1854,1,0,,,
2013-03-28,7,1886,1,0,,,
2013-03-28,8,2829,1,0,,,
2013-03-28,9,2235,1,0,,,
2013-03-28,10,1067,1,0,,,
2013-03-28,11,2281,1,0,,,
2013-03-28,12,1376,1,0,,,
2013-03-28,13,1042,1,0,,,
2013-03-28,14,1443,1,0,,,
2013-03-28,15,1290,1,0,,,
2013-03-28,16,1072,1,0,,,
2013-03-28,17,1353,1,0,,,
2013-03-28,18,1350,1,0,,,
2013-03-28,19,1313,1,0,,,
2013-03-28,23,1300,1,0,,,
2013-03-28,24,2645,1,0,,,
2013-03-28,25,1597,1,0,,,
2013-03-28,26,865,1,0,,,
2013-03-28,27,1180,1,0,,,
2013-03-28,28,928,1,0,,,
2013-03-28,30,731,1,0,,,
2013-03-28,31,1399,1,0,,,
2013-03-28,32,775,1,0,,,
2013-03-28,33,1287,1,0,,,
2013-03-28,34,2942,1,0,,,
2013-03-28,35,522,1,0,,,
2013-03-28,37,1567,1,0,,,
2013-03-28,38,1779,1,0,,,
2013-03-28,39,1467,1,0,,,
2013-03-28,40,1122,1,0,,,
2013-03-28,41,924,1,0,,,
2013-03-28,43,1337,1,0,,,
2013-03-28,44,4090,1,0,,,
2013-03-28,45,3624,1,0,,,
2013-03-28,46,3416,1,0,,,
2013-03-28,47,3798,1,0,,,
2013-03-28,48,2729,1,0,,,
2013-03-28,49,1966,1,0,,,
2013-03-28,50,2565,1,0,,,
2013-03-28,51,1709,1,0,,,
2013-03-28,54,1045,1,0,,,
2013-03-29,1,474,1,0,,,
2013-03-29,2,1645,1,0,,,
2013-03-29,3,3038,1,0,,,
2013-03-29,4,1595,1,0,,,
2013-03-29,5,1337,1,0,,,
2013-03-29,6,2033,1,0,,,
2013-03-29,7,1346,1,0,,,
2013-03-29,8,2333,1,0,,,
2013-03-29,9,2299,1,0,,,
2013-03-29,10,858,1,0,,,
2013-03-29,11,2466,1,0,,,
2013-03-29,12,1251,1,0,,,
2013-03-29,13,1044,1,0,,,
2013-03-29,14,1184,1,0,,,
2013-03-29,15,975,1,0,,,
2013-03-29,16,1131,1,0,,,
2013-03-29,17,1381,1,0,,,
2013-03-29,18,1032,1,0,,,
2013-03-29,19,1224,1,0,,,
2013-03-29,23,1121,1,0,,,
2013-03-29,24,1803,1,0,,,
2013-03-29,25,2442,1,0,,,
2013-03-29,26,851,1,0,,,
2013-03-29,27,1479,1,0,,,
2013-03-29,28,1111,1,0,,,
2013-03-29,30,605,1,0,,,
2013-03-29,31,1198,1,0,,,
2013-03-29,32,812,1,0,,,
2013-03-29,33,884,1,0,,,
2013-03-29,34,2402,1,0,,,
2013-03-29,35,817,1,0,,,
2013-03-29,37,1045,1,0,,,
2013-03-29,38,1930,1,0,,,
2013-03-29,39,1296,1,0,,,
2013-03-29,40,748,1,0,,,
2013-03-29,41,881,1,0,,,
2013-03-29,43,1330,1,0,,,
2013-03-29,44,3905,1,0,,,
2013-03-29,45,3747,1,0,,,
2013-03-29,46,3961,1,0,,,
2013-03-29,47,3931,1,0,,,
2013-03-29,48,3319,1,0,,,
2013-03-29,49,2238,1,0,,,
2013-03-29,50,2815,1,0,,,
2013-03-29,51,1567,1,0,,,
2013-03-29,54,897,1,0,,,
2013-03-30,1,1002,1,1,,,
2013-03-30,2,1791,1,1,,,
2013-03-30,3,3450,1,1,,,
2013-03-30,4,1598,1,1,,,
2013-03-30,5,1567,1,1,,,
2013-03-30,6,2070,1,1,,,
2013-03-30,7,1637,1,1,,,
2013-03-30,8,2589,1,1,,,
2013-03-30,9,2635,1,1,,,
2013-03-30,10,1205,1,1,,,
2013-03-30,11,2862,1,1,,,
2013-03-30,12,1400,1,1,,,
2013-03-30,13,1492,1,1,,,
2013-03-30,14,1882,1,1,,,
2013-03-30,15,1426,1,1,,,
2013-03-30,16,1097,1,1,,,
2013-03-30,17,1479,1,1,,,
2013-03-30,18,1161,1,1,,,
2013-03-30,19,2040,1,1,,,
2013-03-30,23,1190,1,1,,,
2013-03-30,24,2112,1,1,,,
2013-03-30,25,2345,1,1,,,
2013-03-30,26,952,1,1,,,
2013-03-30,27,1521,1,1,,,
2013-03-30,28,1087,1,1,,,
2013-03-30,30,638,1,1,,,
2013-03-30,31,1432,1,1,,,
2013-03-30,32,869,1,1,,,
2013-03-30,33,1233,1,1,,,
2013-03-30,34,2312,1,1,,,
2013-03-30,35,868,1,1,,,
2013-03-30,37,1517,1,1,,,
2013-03-30,38,2413,1,1,,,
2013-03-30,39,1766,1,1,,,
2013-03-30,40,1127,1,1,,,
2013-03-30,41,1019,1,1,,,
2013-03-30,43,1248,1,1,,,
2013-03-30,44,4178,1,1,,,
2013-03-30,45,4442,1,1,,,
2013-03-30,46,4762,1,1,,,
2013-03-30,47,4551,1,1,,,
2013-03-30,48,3986,1,1,,,
2013-03-30,49,2559,1,1,,,
2013-03-30,50,3545,1,1,,,
2013-03-30,51,1568,1,1,,,
2013-03-30,54,988,1,1,,,
2013-03-31,1,464,1,1,,,
2013-03-31,2,1763,1,1,,,
2013-03-31,3,3248,1,1,,,
2013-03-31,4,1770,1,1,,,
2013-03-31,5,1416,1,1,,,
2013-03-31,6,2085,1,1,,,
2013-03-31,7,1316,1,1,,,
2013-03-31,8,2528,1,1,,,
2013-03-31,9,2453,1,1,,,
2013-03-31,10,1048,1,1,,,
2013-03-31,11,2785,1,1,,,
2013-03-31,12,1049,1,1,,,
2013-03-31,13,951,1,1,,,
2013-03-31,14,1184,1,1,,,
2013-03-31,15,1097,1,1,,,
2013-03-31,16,1010,1,1,,,
2013-03-31,17,1475,1,1,,,
2013-03-31,18,1308,1,1,,,
2013-03-31,19,1160,1,1,,,
2013-03-31,23,1171,1,1,,,
2013-03-31,24,1724,1,1,,,
2013-03-31,25,976,1,1,,,
2013-03-31,26,964,1,1,,,
2013-03-31,27,1527,1,1,,,
2013-03-31,28,1246,1,1,,,
2013-03-31,30,603,1,1,,,
2013-03-31,31,1256,1,1,,,
2013-03-31,32,760,1,1,,,
2013-03-31,33,1020,1,1,,,
2013-03-31,34,2227,1,1,,,
2013-03-31,35,586,1,1,,,
2013-03-31,37,1110,1,1,,,
2013-03-31,38,2307,1,1,,,
2013-03-31,39,1665,1,1,,,
2013-03-31,40,934,1,1,,,
2013-03-31,41,1009,1,1,,,
2013-03-31,43,1100,1,1,,,
2013-03-31,44,4259,1,1,,,
2013-03-31,45,4291,1,1,,,
2013-03-31,46,4701,1,1,,,
2013-03-31,47,4516,1,1,,,
2013-03-31,48,4017,1,1,,,
2013-03-31,49,2418,1,1,,,
2013-03-31,50,3362,1,1,,,
2013-03-31,51,1595,1,1,,,
2013-03-31,54,1109,1,1,,,
2013-04-01,1,1894,2,1,,,
2013-04-01,2,1844,2,1,,,
2013-04-01,3,3074,2,1,,,
2013-04-01,4,1525,2,1,,,
2013-04-01,5,1725,2,1,,,
2013-04-01,6,1780,2,1,,,
2013-04-01,7,1836,2,1,,,
2013-04-01,8,2845,2,1,,,
2013-04-01,9,2337,2,1,,,
2013-04-01,10,1186,2,1,,,
2013-04-01,11,2725,2,1,,,
2013-04-01,12,1313,2,1,,,
2013-04-01,13,1125,2,1,,,
2013-04-01,14,1742,2,1,,,
2013-04-01,15,1540,2,1,,,
2013-04-01,16,1023,2,1,,,
2013-04-01,17,1364,2,1,,,
2013-04-01,18,1483,2,1,,,
2013-04-01,19,1389,2,1,,,
2013-04-01,23,1232,2,1,,,
2013-04-01,24,2575,2,1,,,
2013-04-01,25,909,2,1,,,
2013-04-01,26,979,2,1,,,
2013-04-01,27,1250,2,1,,,
2013-04-01,28,964,2,1,,,
2013-04-01,30,707,2,1,,,
2013-04-01,31,1433,2,1,,,
2013-04-01,32,774,2,1,,,
2013-04-01,33,1282,2,1,,,
2013-04-01,34,2557,2,1,,,
2013-04-01,35,637,2,1,,,
2013-04-01,37,1504,2,1,,,
2013-04-01,38,1690,2,1,,,
2013-04-01,39,1466,2,1,,,
2013-04-01,40,1373,2,1,,,
2013-04-01,41,904,2,1,,,
2013-04-01,43,1339,2,1,,,
2013-04-01,44,3812,2,1,,,
2013-04-01,45,3624,2,1,,,
2013-04-01,46,3432,2,1,,,
2013-04-01,47,3556,2,1,,,
2013-04-01,48,2885,2,1,,,
2013-04-01,49,1912,2,1,,,
2013-04-01,50,2551,2,1,,,
2013-04-01,51,1663,2,1,,,
2013-04-01,54,918,2,1,,,
2013-04-02,1,1705,2,0,,,
2013-04-02,2,1724,2,0,,,
2013-04-02,3,2951,2,0,,,
2013-04-02,4,1482,2,0,,,
2013-04-02,5,1598,2,0,,,
2013-04-02,6,1672,2,0,,,
2013-04-02,7,1756,2,0,,,
2013-04-02,8,2542,2,0,,,
2013-04-02,9,2340,2,0,,,
2013-04-02,10,1233,2,0,,,
2013-04-02,11,2697,2,0,,,
2013-04-02,12,1348,2,0,,,
2013-04-02,13,1075,2,0,,,
2013-04-02,14,1707,2,0,,,
2013-04-02,15,1501,2,0,,,
2013-04-02,16,998,2,0,,,
2013-04-02,17,1374,2,0,,,
2013-04-02,18,1493,2,0,,,
2013-04-02,19,1154,2,0,,,
2013-04-02,23,1170,2,0,,,
2013-04-02,24,2444,2,0,,,
2013-04-02,25,780,2,0,,,
2013-04-02,26,855,2,0,,,
2013-04-02,27,1143,2,0,,,
2013-04-02,28,1080,2,0,,,
2013-04-02,30,739,2,0,,,
2013-04-02,31,1357,2,0,,,
2013-04-02,32,748,2,0,,,
2013-04-02,33,1310,2,0,,,
2013-04-02,34,2555,2,0,,,
2013-04-02,35,609,2,0,,,
2013-04-02,37,1475,2,0,,,
2013-04-02,38,1471,2,0,,,
2013-04-02,39,1488,2,0,,,
2013-04-02,40,1210,2,0,,,
2013-04-02,41,865,2,0,,,
2013-04-02,43,1206,2,0,,,
2013-04-02,44,3610,2,0,,,
2013-04-02,45,3278,2,0,,,
2013-04-02,46,3034,2,0,,,
2013-04-02,47,3334,2,0,,,
2013-04-02,48,2477,2,0,,,
2013-04-02,49,1762,2,0,,,
2013-04-02,50,2353,2,0,,,
2013-04-02,51,1574,2,0,,,
2013-04-02,54,888,2,0,,,
2013-04-03,1,1912,2,0,,,
2013-04-03,2,2043,2,0,,,
2013-04-03,3,3211,2,0,,,
2013-04-03,4,1572,2,0,,,
2013-04-03,5,1673,2,0,,,
2013-04-03,6,1796,2,0,,,
2013-04-03,7,1915,2,0,,,
2013-04-03,8,2896,2,0,,,
2013-04-03,9,2307,2,0,,,
2013-04-03,10,1068,2,0,,,
2013-04-03,11,2567,2,0,,,
2013-04-03,12,1287,2,0,,,
2013-04-03,13,983,2,0,,,
2013-04-03,14,1509,2,0,,,
2013-04-03,15,1285,2,0,,,
2013-04-03,16,889,2,0,,,
2013-04-03,17,1254,2,0,,,
2013-04-03,18,1361,2,0,,,
2013-04-03,19,1195,2,0,,,
2013-04-03,23,1224,2,0,,,
2013-04-03,24,2719,2,0,,,
2013-04-03,25,961,2,0,,,
2013-04-03,26,850,2,0,,,
2013-04-03,27,1179,2,0,,,
2013-04-03,28,910,2,0,,,
2013-04-03,30,716,2,0,,,
2013-04-03,31,1145,2,0,,,
2013-04-03,32,670,2,0,,,
2013-04-03,33,1125,2,0,,,
2013-04-03,34,2464,2,0,,,
2013-04-03,35,505,2,0,,,
2013-04-03,37,1550,2,0,,,
2013-04-03,38,1705,2,0,,,
2013-04-03,39,1238,2,0,,,
2013-04-03,40,1096,2,0,,,
2013-04-03,41,874,2,0,,,
2013-04-03,43,1253,2,0,,,
2013-04-03,44,4212,2,0,,,
2013-04-03,45,3379,2,0,,,
2013-04-03,46,3197,2,0,,,
2013-04-03,47,3563,2,0,,,
2013-04-03,48,2506,2,0,,,
2013-04-03,49,1837,2,0,,,
2013-04-03,50,2395,2,0,,,
2013-04-03,51,1817,2,0,,,
2013-04-03,54,721,2,0,,,
2013-04-04,1,1723,2,0,,,
2013-04-04,2,1697,2,0,,,
2013-04-04,3,2661,2,0,,,
2013-04-04,4,1356,2,0,,,
2013-04-04,5,1427,2,0,,,
2013-04-04,6,1525,2,0,,,
2013-04-04,7,1663,2,0,,,
2013-04-04,8,2587,2,0,,,
2013-04-04,9,2155,2,0,,,
2013-04-04,10,1078,2,0,,,
2013-04-04,11,2548,2,0,,,
2013-04-04,12,1239,2,0,,,
2013-04-04,13,911,2,0,,,
2013-04-04,14,1452,2,0,,,
2013-04-04,15,1352,2,0,,,
2013-04-04,16,921,2,0,,,
2013-04-04,17,1213,2,0,,,
2013-04-04,18,1403,2,0,,,
2013-04-04,19,1111,2,0,,,
2013-04-04,23,1085,2,0,,,
2013-04-04,24,2320,2,0,,,
2013-04-04,25,844,2,0,,,
2013-04-04,26,784,2,0,,,
2013-04-04,27,1100,2,0,,,
2013-04-04,28,967,2,0,,,
2013-04-04,30,772,2,0,,,
2013-04-04,31,1236,2,0,,,
2013-04-04,32,737,2,0,,,
2013-04-04,33,1062,2,0,,,
2013-04-04,34,2485,2,0,,,
2013-04-04,35,510,2,0,,,
2013-04-04,37,1367,2,0,,,
2013-04-04,38,1485,2,0,,,
2013-04-04,39,1311,2,0,,,
2013-04-04,40,1061,2,0,,,
2013-04-04,41,793,2,0,,,
2013-04-04,43,1179,2,0,,,
2013-04-04,44,3457,2,0,,,
2013-04-04,45,2922,2,0,,,
2013-04-04,46,2888,2,0,,,
2013-04-04,47,3166,2,0,,,
2013-04-04,48,2414,2,0,,,
2013-04-04,49,1714,2,0,,,
2013-04-04,50,2177,2,0,,,
2013-04-04,51,1515,2,0,,,
2013-04-04,54,844,2,0,,,
2013-04-05,1,1899,2,0,,,
2013-04-05,2,1791,2,0,,,
2013-04-05,3,2980,2,0,,,
2013-04-05,4,1413,2,0,,,
2013-04-05,5,1550,2,0,,,
2013-04-05,6,1671,2,0,,,
2013-04-05,7,1803,2,0,,,
2013-04-05,8,2754,2,0,,,
2013-04-05,9,1925,2,0,,,
2013-04-05,10,979,2,0,,,
2013-04-05,11,2330,2,0,,,
2013-04-05,12,1127,2,0,,,
2013-04-05,13,925,2,0,,,
2013-04-05,14,1317,2,0,,,
2013-04-05,15,1218,2,0,,,
2013-04-05,16,881,2,0,,,
2013-04-05,17,1018,2,0,,,
2013-04-05,18,1302,2,0,,,
2013-04-05,19,1075,2,0,,,
2013-04-05,23,1173,2,0,,,
2013-04-05,24,2553,2,0,,,
2013-04-05,25,1225,2,0,,,
2013-04-05,26,728,2,0,,,
2013-04-05,27,1121,2,0,,,
2013-04-05,28,840,2,0,,,
2013-04-05,30,674,2,0,,,
2013-04-05,31,1138,2,0,,,
2013-04-05,32,640,2,0,,,
2013-04-05,33,993,2,0,,,
2013-04-05,34,2567,2,0,,,
2013-04-05,35,521,2,0,,,
2013-04-05,37,1375,2,0,,,
2013-04-05,38,1624,2,0,,,
2013-04-05,39,1287,2,0,,,
2013-04-05,40,1041,2,0,,,
2013-04-05,41,776,2,0,,,
2013-04-05,43,1496,2,0,,,
2013-04-05,44,3816,2,0,,,
2013-04-05,45,3374,2,0,,,
2013-04-05,46,3155,2,0,,,
2013-04-05,47,3467,2,0,,,
2013-04-05,48,2475,2,0,,,
2013-04-05,49,1903,2,0,,,
2013-04-05,50,2491,2,0,,,
2013-04-05,51,1647,2,0,,,
2013-04-05,54,870,2,0,,,
2013-04-06,1,1349,2,1,,,
2013-04-06,2,2144,2,1,,,
2013-04-06,3,3665,2,1,,,
2013-04-06,4,1844,2,1,,,
2013-04-06,5,1611,2,1,,,
2013-04-06,6,2218,2,1,,,
2013-04-06,7,1806,2,1,,,
2013-04-06,8,3075,2,1,,,
2013-04-06,9,2570,2,1,,,
2013-04-06,10,1386,2,1,,,
2013-04-06,11,2925,2,1,,,
2013-04-06,12,1363,2,1,,,
2013-04-06,13,1320,2,1,,,
2013-04-06,14,1947,2,1,,,
2013-04-06,15,1415,2,1,,,
2013-04-06,16,1013,2,1,,,
2013-04-06,17,1594,2,1,,,
2013-04-06,18,1424,2,1,,,
2013-04-06,19,1901,2,1,,,
2013-04-06,23,1320,2,1,,,
2013-04-06,24,2504,2,1,,,
2013-04-06,25,1721,2,1,,,
2013-04-06,26,987,2,1,,,
2013-04-06,27,1468,2,1,,,
2013-04-06,28,1119,2,1,,,
2013-04-06,30,702,2,1,,,
2013-04-06,31,1434,2,1,,,
2013-04-06,32,794,2,1,,,
2013-04-06,33,1177,2,1,,,
2013-04-06,34,2763,2,1,,,
2013-04-06,35,605,2,1,,,
2013-04-06,37,1611,2,1,,,
2013-04-06,38,2407,2,1,,,
2013-04-06,39,1991,2,1,,,
2013-04-06,40,1077,2,1,,,
2013-04-06,41,1006,2,1,,,
2013-04-06,43,1343,2,1,,,
2013-04-06,44,5047,2,1,,,
2013-04-06,45,4463,2,1,,,
2013-04-06,46,4869,2,1,,,
2013-04-06,47,4805,2,1,,,
2013-04-06,48,3921,2,1,,,
2013-04-06,49,2645,2,1,,,
2013-04-06,50,3606,2,1,,,
2013-04-06,51,1852,2,1,,,
2013-04-06,54,1037,2,1,,,
2013-04-07,1,521,2,1,,,
2013-04-07,2,1987,2,1,,,
2013-04-07,3,3446,2,1,,,
2013-04-07,4,1895,2,1,,,
2013-04-07,5,1431,2,1,,,
2013-04-07,6,2266,2,1,,,
2013-04-07,7,1586,2,1,,,
2013-04-07,8,2756,2,1,,,
2013-04-07,9,2687,2,1,,,
2013-04-07,10,1148,2,1,,,
2013-04-07,11,2977,2,1,,,
2013-04-07,12,1277,2,1,,,
2013-04-07,13,1060,2,1,,,
2013-04-07,14,1260,2,1,,,
2013-04-07,15,1190,2,1,,,
2013-04-07,16,1170,2,1,,,
2013-04-07,17,1500,2,1,,,
2013-04-07,18,1471,2,1,,,
2013-04-07,19,1241,2,1,,,
2013-04-07,23,1286,2,1,,,
2013-04-07,24,1936,2,1,,,
2013-04-07,25,904,2,1,,,
2013-04-07,26,956,2,1,,,
2013-04-07,27,1593,2,1,,,
2013-04-07,28,1298,2,1,,,
2013-04-07,30,652,2,1,,,
2013-04-07,31,1399,2,1,,,
2013-04-07,32,772,2,1,,,
2013-04-07,33,1181,2,1,,,
2013-04-07,34,2412,2,1,,,
2013-04-07,35,634,2,1,,,
2013-04-07,37,1336,2,1,,,
2013-04-07,38,2483,2,1,,,
2013-04-07,39,1768,2,1,,,
2013-04-07,40,1000,2,1,,,
2013-04-07,41,1113,2,1,,,
2013-04-07,43,1120,2,1,,,
2013-04-07,44,4857,2,1,,,
2013-04-07,45,4460,2,1,,,
2013-04-07,46,5062,2,1,,,
2013-04-07,47,4795,2,1,,,
2013-04-07,48,4267,2,1,,,
2013-04-07,49,2592,2,1,,,
2013-04-07,50,3472,2,1,,,
2013-04-07,51,1776,2,1,,,
2013-04-07,54,1190,2,1,,,
2013-04-08,1,1824,2,0,,,
2013-04-08,2,1767,2,0,,,
2013-04-08,3,2859,2,0,,,
2013-04-08,4,1378,2,0,,,
2013-04-08,5,1491,2,0,,,
2013-04-08,6,1705,2,0,,,
2013-04-08,7,1764,2,0,,,
2013-04-08,8,2658,2,0,,,
2013-04-08,9,2232,2,0,,,
2013-04-08,10,1169,2,0,,,
2013-04-08,11,2361,2,0,,,
2013-04-08,12,1235,2,0,,,
2013-04-08,13,947,2,0,,,
2013-04-08,14,1639,2,0,,,
2013-04-08,15,1409,2,0,,,
2013-04-08,16,982,2,0,,,
2013-04-08,17,1329,2,0,,,
2013-04-08,18,1417,2,0,,,
2013-04-08,19,1396,2,0,,,
2013-04-08,23,1174,2,0,,,
2013-04-08,24,2475,2,0,,,
2013-04-08,25,783,2,0,,,
2013-04-08,26,786,2,0,,,
2013-04-08,27,1204,2,0,,,
2013-04-08,28,970,2,0,,,
2013-04-08,30,686,2,0,,,
2013-04-08,31,1225,2,0,,,
2013-04-08,32,720,2,0,,,
2013-04-08,33,1011,2,0,,,
2013-04-08,34,2481,2,0,,,
2013-04-08,35,572,2,0,,,
2013-04-08,37,1381,2,0,,,
2013-04-08,38,1552,2,0,,,
2013-04-08,39,1360,2,0,,,
2013-04-08,40,1239,2,0,,,
2013-04-08,41,765,2,0,,,
2013-04-08,43,1223,2,0,,,
2013-04-08,44,3595,2,0,,,
2013-04-08,45,3162,2,0,,,
2013-04-08,46,2969,2,0,,,
2013-04-08,47,3478,2,0,,,
